project,worktree_id,artifact_id,birth_state,lineage_state,episode_count
agentsight,e58fce112c6e,agentsight:a00000001,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000002,left_censored_existing,known,11
agentsight,e58fce112c6e,agentsight:a00000003,left_censored_existing,known,75
agentsight,e58fce112c6e,agentsight:a00000004,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000005,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000006,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000007,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000008,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000009,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000010,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000011,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000012,left_censored_existing,known,3
agentsight,e58fce112c6e,agentsight:a00000013,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000014,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000015,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000016,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000017,left_censored_existing,known,7
agentsight,e58fce112c6e,agentsight:a00000018,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000019,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000020,left_censored_existing,known,26
agentsight,e58fce112c6e,agentsight:a00000021,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000022,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000023,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000024,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000025,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000026,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000027,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000028,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000029,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000030,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000031,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000032,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000033,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000034,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000035,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000036,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000037,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000038,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000039,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000040,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000041,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000042,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000043,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000044,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000045,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000046,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000047,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000048,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000049,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000050,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000051,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000052,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000053,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000054,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000055,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000056,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000057,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000058,left_censored_existing,known,4
agentsight,e58fce112c6e,agentsight:a00000059,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000060,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000061,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000062,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000063,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000064,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000065,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000066,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000067,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000068,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000069,left_censored_existing,known,6
agentsight,e58fce112c6e,agentsight:a00000070,left_censored_existing,known,6
agentsight,e58fce112c6e,agentsight:a00000071,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000072,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000073,left_censored_existing,known,3
agentsight,e58fce112c6e,agentsight:a00000074,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000075,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000076,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000077,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000078,left_censored_existing,known,41
agentsight,e58fce112c6e,agentsight:a00000079,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000080,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000081,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000082,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000083,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000084,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000085,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000086,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000087,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000088,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000089,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000090,left_censored_existing,known,7
agentsight,e58fce112c6e,agentsight:a00000091,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000092,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000093,left_censored_existing,known,9
agentsight,e58fce112c6e,agentsight:a00000094,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000095,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000096,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000097,confirmed_create,known,1
agentsight,e58fce112c6e,agentsight:a00000098,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000099,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000100,confirmed_create,known,2
agentsight,e58fce112c6e,agentsight:a00000101,confirmed_create,known,26
agentsight,e58fce112c6e,agentsight:a00000102,confirmed_create,known,7
agentsight,e58fce112c6e,agentsight:a00000103,confirmed_create,known,25
agentsight,e58fce112c6e,agentsight:a00000104,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000105,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000106,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000107,left_censored_existing,known,3
agentsight,e58fce112c6e,agentsight:a00000108,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000109,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000110,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000111,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000112,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000113,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000114,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000115,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000116,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000117,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000118,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000119,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000120,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000121,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000122,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000123,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000124,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000125,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000126,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000127,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000128,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000129,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000130,left_censored_existing,known,5
agentsight,e58fce112c6e,agentsight:a00000131,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000132,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000133,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000134,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000135,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000136,left_censored_existing,known,5
agentsight,e58fce112c6e,agentsight:a00000137,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000138,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000139,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000140,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000141,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000142,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000143,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000144,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000145,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000146,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000147,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000148,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000149,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000150,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000151,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000152,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000153,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000154,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000155,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000156,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000157,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000158,left_censored_existing,known,14
agentsight,e58fce112c6e,agentsight:a00000159,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000160,left_censored_existing,known,27
agentsight,e58fce112c6e,agentsight:a00000161,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000162,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000163,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000164,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000165,left_censored_existing,known,6
agentsight,e58fce112c6e,agentsight:a00000166,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000167,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000168,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000169,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000170,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000171,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000172,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000173,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000174,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000175,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000176,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000177,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000178,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000179,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000180,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000181,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000182,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000183,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000184,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000185,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000186,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000187,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000188,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000189,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000190,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000191,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000192,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000193,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000194,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000195,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000196,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000197,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000198,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000199,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000200,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000201,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000202,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000203,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000204,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000205,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000206,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000207,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000208,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000209,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000210,confirmed_create,known,2
agentsight,e58fce112c6e,agentsight:a00000211,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000212,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000213,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000214,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000215,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000216,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000217,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000218,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000219,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000220,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000221,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000222,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000223,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000224,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000225,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000226,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000227,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000228,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000229,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000230,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000231,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000232,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000233,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000234,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000235,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000236,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000237,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000238,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000239,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000240,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000241,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000242,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000243,left_censored_existing,known,1
